1つ	ヒトツ
格子戸	コウシド
格言	カクゲン
桁	ケタ
桃	モモ
桃色	モモイロ
案	アン
桐	キリ
桔梗	キキョウ
桜	サクラ
桜桃	オウトウ
桜餅	サクラモチ
桧	ヒノキ
桶	オケ
梁	ヤナ
梁上の君子	リョウジョウノクンシ
梃	テコ
梅	ウメ
梅干	ウメボシ
梅酢	ウメズ
梢	コズエ
梧桐	アオギリ
梨	ナシ
梯子	ハシゴ
梵刹	ボンサツ
棍棒	コンボウ
棒	ボウ
棒立ち	ボウダチ
棒組	ボウグミ
棒鱈	ボウダラ
棗	ナツメ
棚	タナ
棟	ムネ
森	モリ
森々	シンシン
森閑	シンカン
棺	カン
椀	ワン
椅子	イス
植付	ウエツケ
植木	ウエキ
植木鉢	ウエキバチ
植物	ショクブツ
植込	ウエコミ
椎茸	シイタケ
検事	ケンジ
検非違使	ケビイシ
椿	ツバキ
楊子	ヨウジ
楊枝	ヨウジ
楊梅	ヤマモモ
楓	カエデ
楢	ナラ
業	ゴウ
業務	ギョウム
楯	タテ
極	ゴク
極め	キメ
極めて	キメテ
極り	キマリ
極度	キョクド
極楽	ゴクラク
極点	キョクテン
極致	キョクチ
楼門	ロウモン
楽しみ	タノシミ
楽器	ガッキ
楽天	ラクテン
楽隊	ガクタイ
概念	ガイネン
構え	カマエ
構内	コウナイ
構文	コウブン
構造	コウゾウ
槍	ヤリ
様変り	サマガワリ
様子	ヨウス
様式	ヨウシキ
槽	ソウ
標	シメギ
標本	ヒョウホン
標札	ヒョウサツ
標準	ヒョウジュン
樟	クスノキ
樟脳	ショウノウ
模	モ
模型	モケイ
模様	モヨウ
模範	モハン
模糊	モコ
権利	ケンリ
権力	ケンリョク
権助	ゴンスケ
権勢	ケンセイ
権化	ゴンゲ
権幕	ケンマク
権衡	ケンコウ
権限	ケンゲン
横	ヨコ
横っ面	ヨコッツラ
横丁	ヨコチョウ
横付け	ヨコヅケ
横合	ヨコアイ
横向	ヨコムカイ
横向き	ヨコムキ
横手	ヨコデ
横文字	ヨコモジ
横町	ヨコチョウ
横目	ヨコメ
横腹	ヨコバラ
横道	ヨコミチ
横顔	ヨコガオ
樵	キコリ
樸直	ボクチョク
樹	キ
樹齢	ジュレイ
樺色	カバイロ
樽	タル
橄欖	カンラン
橋	ハシ
橙	ダイダイ
橙いろ	ダイダイイロ
機	キ
機会	キカイ
機外	キガイ
機嫌	キゲン
機微	キビ
機械	キカイ
機転	キテン
機鋒	キホウ
機関	キカン
機関車	キカンシャ
橡	トチ
檀家	ダンカ
檜	ヒノキ
檻	オリ
櫂	カイ
櫃	ヒツ
櫓	ロ
櫛	クシ
欄干	ランカン
欄間	ランマ
欅	ケヤキ
欝	ウツ
欠	ケツ
欠け	カケ
欠け目	カケメ
欠点	ケッテン
欠片	カケラ
次	ツギ
次の間	ツギノマ
次兄	ジケイ
次女	ジジョ
次男	ジナン
欧文	オウブン
欲	ヨク
欲張り	ヨクバリ
歌	ウタ
歌声	ウタゴエ
歌留多	カルタ
歌舞伎	カブキ
歓楽	カンラク
止	トメ
正	タダシ
正体	ショウタイ
正月	ショウガツ
正札	ショウフダ
正気	ショウキ
正義	マサヨシ
正銘	ショウメイ
正面	ショウメン
武	タケ
武士	ブシ
武将	ブショウ
武者振	ムシャブリ
歩	フ
歩いた	アユミイタ
歩き	アルキ
歩調	ホチョウ
歯	ハ
歯根	シコン
歯痛	シツウ
歯磨	ハミガキ
歯軋り	ハギシリ
歳	トシ
歳月	サイゲツ
歴々	レキレキ
歴史	レキシ
歴然	レキゼン
死	シ
死にぞこない	シニゾコナイ
死人	シニン
死体	シタイ
死因	シイン
死期	シキ
死物狂い	シニモノグルイ
死病	シビョウ
死目	シニメ
死相	シソウ
死神	シニガミ
死骸	シガイ
殊	コト
残	ザン
残り	ノコリ
残金	ザンキン
段	ダン
段々	ダンダン
殺伐	サツバツ
殺気	サッキ
殻	カラ
殿	シンガリ
殿下	デンカ
母	ハハ
母さん	カアサン
母堂	ボドウ
母親	ハハオヤ
毒	ドク
毒そう	ドクソウ
毒気	ドクケ
毒蛇	ドクヘビ
比	ヒ
比べ	クラベ
比べ物	クラベモノ
比丘尼	ビクニ
比喩	ヒユ
毛	モウ
毛並	ケナミ
毛孔	ケアナ
毛布	モウフ
毛穴	ケアナ
毛筆	モウヒツ
毛糸	ケイト
毛繻子	ケジュス
毛脛	ケズネ
毛虫	ケムシ
毛髪	モウハツ
毬	マリ
毬栗	イガグリ
民	ミン
民族	ミンゾク
民話	ミンワ
気	キ
気づかい	キヅカイ
気の毒	キノドク
気もち	キモチ
気位	キグライ
気候	キコウ
気分	キブン
気力	キリョク
気取り	キドリ
気合	キアイ
気合い	キアイ
気味	キミ
気心	キゴコロ
気性	キショウ
気持	キモチ
気持ち	キモチ
気概	キガイ
気流	キリュウ
気焔	キエン
気狂	キチガイ
気狂い	キチガイ
気立	キダテ
気色	ケシキ
気転	キテン
気違	キチガイ
気違い	キチガイ
気遣	キヅカイ
気遣い	キヅカイ
気配	ケハイ
気附	キヅケ
気風	キフウ
気魄	キハク
水	ミズ
水中	スイチュウ
水仙	スイセン
水力	スイリョク
水夫	スイフ
水底	スイテイ
水族館	スイゾクカン
水晶	スイショウ
水月	スイゲツ
水枕	ミズマクラ
水気	ミズケ
水泡	スイホウ
水浴び	ミズアビ
水源	スイゲン
水準	スイジュン
水溜り	ミズタマリ
水甕	ミズガメ
水筒	スイトウ
水素	スイソ
水草	ミズクサ
水菓子	ミズガシ
水菜	ミズナ
水薬	ミズグスリ
水路	スイロ
水車	スイシャ
水道	スイドウ
水銀	スイギン
水門	スイモン
水際	ミズギワ
水面	スイメン
水飴	ミズアメ
氷	コオリ
氷嚢	ヒョウノウ
氷山	ヒョウザン
氷柱	ツララ
氷水	コオリミズ
氷炭	ヒョウタン
永久	エイキュウ
永日	エイジツ
永遠	エイエン
汁	シル
汁粉	シルコ
求め	モトメ
汐	シオ
汗	アセ
汚水	オスイ
汝	ナンジ
江戸前	エドマエ
江湖	コウコ
池	イケ
決	ケツ
決し	ケッシ
汽笛	キテキ
汽船	キセン
汽車	キシャ
沈み	シズミ
沈丁花	ジンチョウゲ
沈吟	チンギン
沈鬱	チンウツ
沓脱	クツヌギ
沖	オキ
沙漠	サバク
沙門	シャモン
没	ボツ
没交渉	ボッコウショウ
没書	ボッショ
沢山	タクサン
沢庵	タクアン
河	カワ
河原	カワハラ
河原なでしこ	カワラナデシコ
河岸	カワギシ
河床	カショウ
河豚	フグ
油	アブラ
油紙	ユシ
油絵	アブラエ
油蝉	アブラゼミ
沼	ヌマ
沿岸	エンガン
泉	イズミ
泉水	センスイ
泊り	トマリ
泊りがけ	トマリガケ
法	ホウ
法事	ホウジ
法則	ホウソク
法学	ホウガク
法律	ホウリツ
法眼	ホウゲン
法科	ホウカ
法蓮草	ホウレンソウ
法螺	ホラ
法螺吹	ホラフキ
法螺吹き	ホラフキ
法語	ホウゴ
泡	アワ
泡沫	ホウマツ
波	ナミ
波動	ハドウ
波打際	ナミウチギワ
波瀾	ハラン
波紋	ハモン
波間	ナミマ
泣き	ナキ
泣き声	ナキゴエ
泣顔	ナキガオ
泥	ドロ
泥棒	ドロボウ
泥棒根性	ドロボウコンジョウ
泥海	ドロウミ
泥足	ドロアシ
注	チュウ
泪	ナミダ
泰然	タイゼン
泰西	タイセイ
泳ぎ	オヨギ
洋	ヨウ
洋なし	ヨウナシ
洋室	ヨウシツ
洋書	ヨウショ
洋服	ヨウフク
洋画	ヨウガ
洒落	シャレ
洗	アライ
洗い	アライ
洗いざらし	アライザラシ
洗い張	アライハリ
洗い張り	アライハリ
洗い晒し	アライザラシ
洗湯	セントウ
洛中	ラクチュウ
洞	ホラ
洞窟	ドウクツ
洲	シュウ
活	カツ
活力	カツリョク
活字	カツジ
活気	カッキ
活版	カッパン
活眼	カツガン
活花	イケバナ
活計	カッケイ
流	リュウ
流し	ナガシ
流れ	ナガレ
流俗	リュウゾク
流儀	リュウギ
浄土	ジョウド
浄瑠璃	ジョウルリ
浜	ハマ
浜辺	ハマベ
浪	ナミ
浪々	ロウロウ
浪花節	ナニワブシ
浮き	ウキ
浮世	ウキヨ
浮彫	ウキボリ
浮身	ウキミ
浴場	ヨクジョウ
浴客	ヨッキャク
浴槽	ヨクソウ
浴衣	ユカタ
海	ウミ
海じ	カイジ
海中	カイチュウ
海岸	カイガン
海峡	カイキョウ
海水	カイスイ
海水浴	カイスイヨク
海浜	カイヒン
海産物	カイサンブツ
海老	エビ
海老茶	エビチャ
海苔	ノリ
海藻	カイソウ
海軍	カイグン
海辺	ウミベ
海面	カイメン
海鼠	ナマコ
消し	ケシ
消しゴム	ケシゴム
消息	ショウソク
消極	ショウキョク
涎	ヨダレ
涙	ナミダ
液	エキ
液体	エキタイ
涼	リョウ
淀み	ヨドミ
淑女	シュクジョ
淑徳	シュクトク
淡泊	タンパク
淫靡	インビ
深奥	シンオウ
深緑	シンリョク
淵	フチ
混沌	コントン
添乳	ソエジ
清廉	セイレン
清風	セイフウ
渇き	カワキ
済	スミ
渋	シブ
渋柿	シブガキ
渋面	ジュウメン
渚	ナギサ
減らず口	ヘラズグチ
渡り鳥	ワタリドリ
渦	ウズ
温もり	ヌクモリ
温厚	オンコウ
温室	オンシツ
温泉	オンセン
温順	オンジュン
測候所	ソッコウジョ
渺々	ビョウビョウ
渾名	アダナ
湖水	コスイ
湯	ユ
湯たんぽ	ユタンポ
湯上がり	ユアガリ
湯呑	ユノミ
湯屋	ユヤ
湯槽	ユブネ
湯気	ユゲ
湯漬	ユヅケ
湯豆腐	ユドウフ
湯銭	ユセン
満員	マンイン
満天下	マンテンカ
満山	マンザン
満干	ミチヒ
満月	マンゲツ
満期	マンキ
満潮	マンチョウ
満点	マンテン
満腔	マンコウ
満身	マンシン
満面	マンメン
溌墨	ハツボク
源	ミナモト
溜息	タメイキ
溜飲	リュウイン
溝	ミゾ
滅	メツ
滋味	ジミ
滋養	ジヨウ
滑り	スベリ
滑稽	コッケイ
滔々	トウトウ
滝	タキ
漁	リョウ
漁師	リョウシ
漁村	ギョソン
漆	ウルシ
漆喰	シックイ
演劇	エンゲキ
演者	エンジャ
演芸	エンゲイ
演題	エンダイ
漢土	カンド
漢字	カンジ
漢学	カンガク
漢語	カンゴ
漫々	マンマン
漫然	マンゼン
漫画	マンガ
漬け	ツケ
漬物	ツケモノ
漸次	ゼンジ
潜り	モグリ
潜り戸	クグリド
潜伏期	センプクキ
潤	ジュン
潮	シオ
潮水	シオミズ
潮流	チョウリュウ
潮風	シオカゼ
潸然	サンゼン
澄し	スマシ
澱粉	デンプン
濃い茶	コイチャ
濠	ホリ
濡れ	ヌレ
濡れ場	ヌレバ
濡れ衣	ヌレギヌ
濡手	ヌレテ
濡衣	ヌレギヌ
瀟洒	ショウシャ
瀬戸	セト
瀬戸物	セトモノ
火	ヒ
火あぶり	ヒアブリ
火の手	ヒノテ
火の車	ヒノクルマ
火事	カジ
火打ち	ヒウチ
火打ち石	ヒウチイシ
火桶	ヒオケ
火消	ヒケシ
火炙り	ヒアブリ
火燵	コタツ
火種	ヒダネ
火箸	ヒバシ
火鉢	ヒバチ
灯	アカリ
灯影	ホカゲ
灯心	トウシン
灯明	トウミョウ
灯火	トモシビ
灰	ハイ
灰いろ	ハイイロ
灰吹	ハイフキ
灰汁	アク
灰色	ハイイロ
灸	ヤイト
災	ワザワイ
災難	サイナン
炎	ホノオ
炎熱	エンネツ
炬燵	コタツ
炭	スミ
炭坑	タンコウ
炯々	ケイケイ
点	テン
点々	テンテン
点点	テンテン
為替	カワセ
烈火	レッカ
烏	カラス
烏うり	カラスウリ
烏帽子	エボシ
烏瓜	カラスウリ
烏賊	イカ
烏金	カラスガネ
烟	ケムリ
烟草	タバコ
無	ム
無い	ナイ
無いん	ナイン
無だ	ムダ
無一文	ムイチモン
無上	ムジョウ
無二	ムニ
無人	ムジン
無人島	ムジントウ
無分別	ムフンベツ
無制限	ムセイゲン
無名	ムメイ
無名氏	ムメイシ
無地	ムジ
無垢	ムク
無差別	ムサベツ
無常	ムジョウ
無念	ムネン
無性	ムセイ
無意義	ムイギ
無意識	ムイシキ
無愛想	ブアイソウ
無我	ムガ
無我夢中	ムガムチュウ
無才	ムサイ
無抵抗	ムテイコウ
無数	ムスウ
無料	ムリョウ
無断	ムダン
無期	ムキ
無沙汰	ブサタ
無法者	ムホウモノ
無理やり	ムリヤリ
無理矢理	ムリヤリ
無用	ムヨウ
無知	ムチ
無礼	ブレイ
無粋	ブスイ
無精	ブショウ
無線	ムセン
無能	ムノウ
無能力	ムノウリョク
無花果	イチジク
無茶苦茶	ムチャクチャ
無言	ムゴン
無謀	ムボウ
無責任	ムセキニン
無造作	ムゾウサ
無邪気	ムジャキ
無鉄砲	ムテッポウ
無限	ムゲン
無頼漢	ブライカン
無駄口	ムダグチ
無駄足	ムダアシ
無駄骨	ムダボネ
焦げ	コゲ
焼	ヤキ
焼き	ヤキ
焼きうどん	ヤキウドン
焼きそば	ヤキソバ
焼きとり	ヤキトリ
焼き鳥	ヤキトリ
焼とり	ヤキトリ
焼印	ヤキイン
焼打	ヤキウチ
焼物	ヤキモノ
焼畑	ヤキバタ
焼芋	ヤキイモ
焼酎	ショウチュウ
焼餅	ヤキモチ
煉瓦	レンガ
煎茶	センチャ
煎餅	センベイ
煙	ケムリ
煙出し	ケムダシ
煙幕	エンマク
煙管	キセル
煙草	タバコ
煤	スス
煤掃	ススハキ
煩	ハン
煩い	ウルサイ
煩悩	ボンノウ
煮つけ	ニツケ
煮汁	ニジル
熊	クマ
熊笹	クマザサ
熔鉱炉	ヨウコウロ
熱	ネツ
熱々	アツアツ
熱い	アツイ
熱帯	ネッタイ
熱度	ネツド
熱湯	ネットウ
熱誠	ネッセイ
熾	オキ
燈台	トウダイ
燐光	リンコウ
燕	ツバメ
燕雀	エンジャク
燗	カン
燻	イブシ
爪	ツメ
爪先上り	ツマサキアガリ
爪弾き	ツマビキ
爬虫類	ハチュウルイ
父	チチ
父兄	フケイ
父子	フシ
父様	トウサマ
父母	チチハハ
父祖	フソ
父親	チチオヤ
爺	ジイ
爺さん	ジイサン
片	ヘン
片付	カタヅケ
片仮名	カタカナ
片側	カタガワ
片割れ	カタワレ
片手	カタテ
片手落	カタテオチ
片方	カタホウ
片足	カタアシ
片隅	カタスミ
版	バン
牛	ウシ
牛乳	ギュウニュウ
牛糞	ギュウフン
牛肉	ギュウニク
牛舎	ギュウシャ
牛鍋	ギュウナベ
牡丹	ボタン
牡丹餅	ボタモチ
牡蠣	カキ
牢乎	ロウコ
牢屋	ロウヤ
牧場	ボクジョウ
牧師	ボクシ
物	モノ
物の数	モノノカズ
物事	モノゴト
物件	ブッケン
物体	ブッタイ
物価	ブッカ
物好き	モノズキ
物干	モノホシ
物心	ブッシン
物思い	モノオモイ
物指	モノサシ
物理	ブツリ
物産	ブッサン
物知り	モノシリ
物笑い	モノワライ
物置	モノオキ
物覚え	モノオボエ
物語	モノガタリ
物識り	モノシリ
物象	ブッショウ
物質	ブッシツ
物音	モノオト
特徴	トクチョウ
特有	トクユウ
特権	トッケン
特色	トクショク
特質	トクシツ
犠牲	ギセイ
犬	イヌ
犯人	ハンニン
犯罪	ハンザイ
状	ジョウ
状差	ジョウサシ
状態	ジョウタイ
状況	ジョウキョウ
状袋	ジョウブクロ
狂い	クルイ
狂人	キョウジン
狂態	キョウタイ
狂気	キョウキ
狂瀾	キョウラン
狂言	キョウゲン
狆	チン
狐	キツネ
狐付き	キツネツキ
狐火	キツネビ
狐狸	コリ
狩り	カリ
独り	ヒトリ
独り言	ヒトリゴト
独言	ヒトリゴト
独身	ドクシン
狸	タヌキ
狼	オオカミ
狼煙	ノロシ
狼藉	ロウゼキ
猛然	モウゼン
猛虎	モウコ
猟	リョウ
猥談	ワイダン
猪口	チョコ
猪口才	チョコザイ
猫	ネコ
猫なで声	ネコナデゴエ
猫撫で声	ネコナデゴエ
猫撫声	ネコナデゴエ
猫背	ネコゼ
猫被り	ネコカブリ
猫足	ネコアシ
献立	コンダテ
猿	サル
猿股	サルマタ
猿轡	サルグツワ
獄	ゴク
獅子	シシ
獣	シシ
獣類	ジュウルイ
獰悪	ドウアク
玄	ゲン
玄妙	ゲンミョウ
玄関	ゲンカン
玉	タマ
玉の輿	タマノコシ
玉子	タマゴ
玉座	ギョクザ
玉手箱	タマテバコ
玉杯	ギョクハイ
玉突き	タマツキ
玉葱	タマネギ
玉蜀黍	トウモロコシ
王	オウ
王族	オウゾク
王様	オウサマ
王者	オウジャ
珊瑚	サンゴ
珍	チン
珍事	チンジ
珍味	チンミ
珍品	チンピン
珍宝	チンポウ
珍客	チンキャク
珠	タマ
現今	ゲンコン
現代	ゲンダイ
現場	ゲンバ
現実	ゲンジツ
現象	ゲンショウ
球	タマ
球根	キュウコン
理	リ
理学	リガク
理屈	リクツ
理性	リセイ
理想	リソウ
理由	リユウ
理科	リカ
理窟	リクツ
理詰	リヅメ
理論	リロン
理非	リヒ
琥珀	コハク
琴	キン
琴瑟	キンシツ
琴線	キンセン
琵琶	ビワ
瑣事	サジ
環	タマキ
瓜	ウリ
瓢箪	ヒョウタン
瓦	カワラ
瓦斯	ガス
瓶	ビン
甍	イラカ
甕	ウ
甘干	アマボシ
甘干し	アマボシ
甘納豆	アマナットウ
甘茶	アマチャ
生々	セイセイ
生え際	ハエギワ
生きもの	イキモノ
生き物	イキモノ
生しいたけ	ナマシイタケ
生じ	キジ
生まれ	ウマレ
生れ	ウマレ
生れ故郷	ウマレコキョウ
生命	セイメイ
生国	ショウゴク
生垣	イケガキ
生埋め	イキウメ
生姜	ショウガ
生家	セイカ
生徒	セイト
生意気	ナマイキ
生捕	イケドリ
生死	セイシ
生焼け	ナマヤケ
生理	セイリ
生者必滅	ショウジャヒツメツ
生蕃	セイバン
生薬	キグスリ
生計	セイケイ
生身	ナマミ
生返事	ナマヘンジ
生霊	イキリョウ
生鮮	セイセン
産	サン
産地	サンチ
産婆	サンバ
産気	サンケ
産物	サンブツ
甥	オイ
用	ヨウ
用事	ヨウジ
用件	ヨウケン
用具	ヨウグ
用品	ヨウヒン
用材	ヨウザイ
用箋	ヨウセン
用箪笥	ヨウダンス
用紙	ヨウシ
用途	ヨウト
用達	ヨウタシ
田	タ
田圃	タンボ
